xG,xGA,Poss,Touches,Press,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xA_Expected,Att_Passes,Cmp_percent_Passes,Prog_Passes,Prog_Carries,Succ_Dribbles,Att_Dribbles,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Att_Short,Cmp_percent_Short,Att_Medium,Cmp_percent_Medium,Att_Long,Cmp_percent_Long,PPA,CrsPA,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Press_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,CK_Pass_Types,Int_Outcomes,Blocks_Outcomes,Tkl_Tackles,TklW_Tackles,Def.3rd_Tackles,Mid.3rd_Tackles,Att.3rd_Tackles,Att_Vs_Dribbles,Tkl_percent_Vs_Dribbles,Past_Vs_Dribbles,Press_Pressures,Succ_Pressures,Def.3rd_Pressures,Mid.3rd_Pressures,Att.3rd_Pressures,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Tkl.Int,Clr,Err,Touches_Touches,Def.Pen_Touches,Def.3rd_Touches,Mid.3rd_Touches,Att.3rd_Touches,Att.Pen_Touches,Succ_percent_Dribbles,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Won_percent_Aerial_Duels,Recov,Saves_Shot_Stopping,SoTA_Shot_Stopping,Att_Goal_Kicks,Save_percent_Shot_Stopping,Stp_percent_Crosses,SoT,GCA_SCA,Prog,TotDist_Carries,PSxG_Shot_Stopping,Opp_Crosses,AvgDist_Sweeper,Player_NumOPA_Sweeper,formation_class,win_nowin
1.9,1.4,57,709,147,23,11,24,1.9,1.9,1.7,575,82.4,26,49,14,24,82.4,9107,2945,234,88.5,219,87.7,98,68.4,6,1,526,49,12,1,58,20,9,9,8,14,23,10,10,10,3,19,42.1,11,147,46,64,62,21,6,0,18,34,23,0,709,75,241,374,145,23,58.3,1268,15,5,10,13,11,15,0,9,10,0,0,30.6,100,1,4,5,50.0,15.4,6,6,26,2443,1.2,13,8.7,0,433,1
0.9,1.9,75,942,114,9,5,11,0.9,0.9,0.6,851,86.5,46,84,8,13,86.5,14969,3515,260,90.8,422,91.9,154,69.5,13,5,794,57,8,0,94,27,23,6,7,13,9,6,4,5,0,11,27.3,8,114,35,55,24,35,3,0,8,14,26,1,942,67,290,487,241,24,61.5,2175,26,2,12,4,6,9,0,23,6,0,0,50.0,94,1,4,7,25.0,0.0,4,0,46,4048,1.9,7,19.2,1,433,0
2.4,0.0,67,914,166,13,2,15,2.4,2.4,2.0,818,88.3,54,82,11,14,88.3,15025,3794,262,90.1,376,93.4,148,80.4,19,7,781,37,9,1,67,24,19,8,3,15,13,8,4,3,6,15,13.3,13,166,64,26,76,64,2,0,13,15,9,0,914,44,183,489,286,51,78.6,1899,14,12,11,14,12,13,0,19,8,0,0,54.8,106,0,0,2,66.7,0.0,6,2,54,3523,0.0,3,15.0,0,433,1
2.3,1.4,49,713,199,13,9,14,2.6,2.6,1.7,591,82.7,37,49,9,14,82.7,10837,3067,187,91.4,247,85.8,145,70.3,6,2,557,34,8,1,55,22,16,0,4,10,13,4,7,4,2,19,10.5,17,199,51,55,90,54,1,0,13,22,32,0,713,87,294,310,139,17,64.3,1181,10,4,12,13,14,12,3,16,4,0,0,51.4,107,2,7,5,28.6,0.0,5,5,37,2222,2.4,5,19.0,1,343,0
1.3,0.2,63,804,145,33,6,15,1.3,1.3,1.2,655,83.1,39,46,5,12,83.1,10757,3594,226,89.8,272,90.4,130,66.2,7,2,603,52,16,3,79,14,8,3,4,17,33,15,14,15,4,11,18.2,9,145,57,38,76,31,2,0,13,39,27,0,804,72,255,429,162,22,41.7,1101,14,4,14,19,12,18,3,8,15,0,0,51.1,116,1,1,6,100.0,0.0,3,3,39,2105,0.0,2,9.7,0,343,1
1.2,1.4,47,600,170,20,12,18,1.2,0.4,0.4,484,83.1,28,33,9,21,83.1,7964,2415,185,93.0,185,89.7,96,61.5,7,1,442,42,7,2,61,14,5,3,5,14,20,10,10,10,0,20,20.0,16,170,47,71,68,31,4,0,14,32,24,0,600,65,249,256,130,24,42.9,1009,10,5,9,9,13,10,3,5,10,1,0,60.9,73,2,3,9,66.7,0.0,4,6,28,1908,0.2,8,17.0,0,4222,1
1.0,2.6,39,638,115,17,7,21,1.0,0.3,0.2,518,84.7,16,23,15,27,84.7,8486,2385,208,91.8,196,88.8,97,70.1,3,2,488,30,6,1,87,13,3,1,7,13,17,10,12,5,0,15,33.3,10,115,33,61,51,3,6,0,15,24,33,2,638,139,372,244,53,13,55.6,876,5,4,5,9,13,8,1,3,10,1,0,83.3,77,3,5,10,60.0,25.0,2,0,16,1760,1.8,8,12.4,0,433,0
2.2,1.0,75,953,133,18,7,16,2.3,2.3,1.2,837,87.5,66,103,4,8,87.5,13784,3722,324,90.4,388,92.5,106,69.8,13,4,793,44,7,1,100,21,23,9,4,20,18,14,4,11,3,18,44.4,10,133,43,46,48,39,3,0,13,25,17,1,953,48,215,507,304,34,50.0,2334,26,7,10,12,17,8,0,23,14,0,0,66.7,109,0,3,6,0.0,0.0,11,5,66,3718,1.5,8,22.0,2,4231,0
2.5,0.1,69,849,135,16,10,13,2.5,1.0,0.9,736,88.3,35,57,5,10,88.3,13143,3137,236,90.7,349,92.3,127,81.1,8,2,693,43,11,0,68,23,10,8,3,16,16,6,7,7,2,15,33.3,10,135,45,35,62,38,2,0,11,26,18,0,849,69,249,442,207,24,50.0,1564,15,1,12,9,18,13,1,10,6,2,0,63.3,88,0,0,5,66.7,0.0,4,4,35,2880,0.0,7,17.0,1,4231,1
2.0,2.2,53,739,144,15,5,21,2.0,2.0,1.8,612,81.7,37,34,7,15,81.7,9465,2953,237,84.8,261,87.4,92,65.2,15,1,562,50,10,3,126,14,6,6,2,15,15,6,5,8,2,14,50.0,7,144,45,54,57,33,2,0,19,20,20,2,739,82,294,321,161,33,46.7,995,13,3,17,18,11,10,3,6,6,0,0,71.0,114,3,6,8,50.0,18.2,5,6,37,1828,2.8,11,13.6,0,4231,0
0.2,0.7,50,739,146,22,10,26,0.2,0.2,0.1,613,81.6,26,41,9,19,81.6,9459,2423,202,93.1,282,88.3,101,57.4,3,1,575,38,10,0,56,12,11,6,16,23,22,11,12,7,3,18,27.8,13,146,39,45,71,30,6,0,20,32,25,0,739,83,307,340,137,10,47.4,1050,11,4,7,8,7,8,0,11,11,0,0,44.4,105,4,4,4,100.0,0.0,1,0,26,1850,1.2,10,10.0,0,343,0
1.4,0.4,64,821,116,17,6,9,1.4,1.4,0.8,713,87.0,46,50,7,16,87.0,11624,3421,297,91.9,268,92.5,129,65.9,11,3,670,43,9,3,44,29,19,4,1,11,17,12,5,12,0,9,11.1,8,116,41,28,68,20,1,0,8,23,18,0,821,62,237,430,202,27,43.8,1299,17,5,15,14,17,10,4,19,12,0,0,56.7,96,0,0,10,66.7,0.0,9,5,46,2435,0.0,6,20.0,2,433,1
2.7,0.6,69,918,132,22,7,17,2.8,2.8,1.9,789,88.1,47,53,9,15,88.1,14832,3598,248,89.1,363,92.8,157,80.9,10,4,744,45,13,1,107,44,12,6,3,14,22,13,15,6,1,11,54.5,5,132,39,55,45,32,2,0,15,29,22,0,918,62,278,460,229,33,60.0,1636,14,5,14,8,6,18,1,12,13,0,0,46.2,98,2,3,4,66.7,16.7,9,6,47,2795,0.6,6,9.0,0,433,1
1.0,0.2,60,785,116,15,14,10,1.0,1.0,0.8,697,87.1,49,63,7,12,87.1,12435,3261,228,91.2,318,92.8,134,74.6,11,7,669,28,10,0,92,26,23,3,8,13,15,11,10,5,0,16,37.5,10,116,43,43,41,32,1,0,9,29,12,0,785,52,196,426,229,21,58.3,1528,19,5,13,2,22,11,3,23,11,0,0,55.6,91,1,1,3,100.0,25.0,3,0,49,2944,0.0,4,22.5,1,433,0
3.7,1.3,46,587,128,23,26,15,3.8,3.8,2.3,458,76.2,34,58,10,25,76.2,6536,2469,165,83.0,171,84.2,86,60.5,11,2,404,54,13,2,60,7,10,8,13,18,23,14,8,12,3,18,27.8,13,128,44,31,61,36,3,0,12,49,16,0,587,54,174,269,185,35,40.0,1420,21,8,4,15,15,10,1,10,14,0,0,50.0,86,2,3,6,66.7,9.1,10,6,34,2339,0.5,11,15.3,0,433,1
0.9,1.3,71,808,135,19,5,17,0.9,0.9,0.6,702,81.6,53,48,15,19,81.6,10919,3327,245,87.8,307,87.9,116,62.1,6,1,639,63,12,0,91,18,15,6,22,21,19,10,7,11,1,21,38.1,13,135,50,52,52,31,2,0,15,24,15,0,808,55,261,385,222,21,78.9,1606,10,4,15,11,12,11,1,15,10,0,1,47.6,103,3,3,7,100.0,20.0,3,0,53,2856,1.0,5,25.6,2,433,0
1.3,0.5,54,652,159,16,12,13,1.3,1.3,0.7,538,82.5,34,67,10,18,82.5,8774,2670,214,85.5,217,86.6,93,73.1,10,4,493,45,12,0,56,29,24,6,14,11,16,8,7,7,2,17,17.6,14,159,43,43,75,41,3,0,10,28,24,0,652,63,173,312,218,29,55.6,1618,21,3,12,8,16,16,0,24,8,0,0,31.6,91,2,4,7,50.0,10.0,3,2,34,2540,1.1,10,9.8,0,433,0
2.1,0.5,53,686,100,17,10,22,2.2,2.2,1.2,556,83.8,31,46,8,20,83.8,9401,2738,187,92.5,243,89.7,110,63.6,9,1,510,46,10,0,59,12,12,5,8,9,17,10,9,6,2,13,30.8,9,100,25,34,49,17,3,0,19,27,36,1,686,82,239,331,159,24,40.0,1159,14,3,11,7,14,7,0,12,10,0,0,44.7,77,0,0,8,66.7,0.0,7,4,31,2327,0.0,14,11.3,0,433,1
2.3,2.1,59,656,151,13,18,21,2.3,1.5,1.2,521,81.6,41,61,13,21,81.6,8805,2814,189,89.9,204,86.3,114,64.9,11,2,478,43,12,0,89,22,23,9,7,9,13,8,7,5,1,14,50.0,7,151,50,41,67,43,5,0,16,31,22,0,656,68,218,291,198,38,61.9,1293,23,9,16,10,15,16,1,23,8,1,1,65.4,97,4,6,7,66.7,0.0,2,2,41,2164,3.5,8,15.3,1,433,0
1.4,0.8,63,708,138,19,10,13,1.4,1.4,0.7,597,81.1,39,62,7,16,81.1,9200,2755,226,87.2,252,84.5,98,62.2,11,3,549,48,4,0,24,21,20,11,9,13,19,14,11,5,3,17,29.4,12,138,50,44,64,30,3,0,10,29,20,0,708,80,268,288,200,32,43.8,1373,16,7,12,16,21,5,1,20,14,0,0,47.2,100,1,2,6,50.0,0.0,5,2,39,2562,0.5,10,16.3,1,433,0
0.8,2.4,54,756,103,10,9,20,0.8,0.8,0.7,670,88.8,34,74,12,16,88.8,11457,3255,281,92.5,258,91.9,114,78.1,6,2,627,43,10,0,56,22,13,5,8,12,10,8,2,5,3,12,41.7,7,103,26,21,51,31,4,0,16,19,7,0,756,61,203,400,186,25,75.0,1283,13,8,14,11,14,11,2,13,8,0,0,38.1,69,3,6,8,50.0,0.0,2,2,34,2352,2.4,4,8.8,0,433,0
1.5,0.8,68,915,164,13,10,16,1.5,1.5,1.1,794,86.4,44,82,9,14,86.4,13397,3315,260,92.7,345,93.0,149,69.1,11,2,741,53,12,2,55,21,22,12,6,13,13,9,5,6,2,15,40.0,9,164,56,52,75,37,3,1,13,23,19,1,915,79,225,449,278,42,64.3,1577,17,9,17,15,13,13,3,22,9,0,0,38.7,93,2,2,6,100.0,20.0,6,2,44,2725,0.0,5,19.5,1,433,1
0.8,1.2,63,767,133,29,10,12,0.8,0.8,0.7,654,87.5,35,55,9,18,87.5,11658,2998,232,91.8,285,93.7,120,75.0,11,3,614,40,7,0,52,27,13,3,8,16,29,22,19,10,0,17,52.9,8,133,48,52,52,29,0,0,12,39,20,0,767,83,276,370,174,18,50.0,1539,16,3,10,12,20,12,3,13,22,0,0,47.6,69,4,6,5,66.7,16.7,5,0,35,2870,2.1,6,17.0,0,433,0
0.8,0.4,78,1022,103,15,8,7,0.8,0.8,0.7,944,90.3,53,123,7,14,90.3,15629,3932,376,92.0,445,94.6,112,72.3,9,2,901,43,6,0,53,21,21,12,11,17,15,9,4,8,3,12,33.3,8,103,29,22,47,34,0,0,7,23,13,0,1022,31,99,637,338,34,50.0,2100,26,7,6,5,15,11,2,21,9,0,0,51.9,73,0,0,7,66.7,0.0,5,0,53,3534,0.0,3,19.8,2,4231,0
1.3,0.2,71,855,133,15,8,7,1.3,1.3,1.2,752,87.4,65,93,11,14,87.4,11742,3371,320,93.1,311,91.0,102,66.7,20,2,711,41,11,0,45,15,15,4,13,11,15,9,5,6,4,6,0.0,6,133,54,33,61,39,0,0,7,23,21,0,855,61,244,416,254,52,78.6,2034,21,14,12,12,9,10,2,15,9,0,0,33.3,89,0,0,4,66.7,0.0,8,4,65,3337,0.0,6,14.8,0,343,1
2.2,0.3,58,766,166,13,8,15,2.2,1.4,1.3,660,86.7,43,56,12,20,86.7,10500,2965,268,92.9,274,89.8,98,67.3,16,2,618,42,18,3,41,12,12,7,7,6,13,7,6,6,1,9,11.1,8,166,38,42,78,46,1,0,14,21,24,0,766,56,202,380,236,43,60.0,1447,20,8,7,8,18,22,3,12,7,1,0,62.5,71,2,2,5,100.0,0.0,1,1,43,2588,0.4,9,11.8,1,343,1
1.4,0.4,68,890,117,23,17,10,1.4,0.7,0.7,766,87.9,58,51,7,12,87.9,12543,3738,304,93.8,317,91.8,108,77.8,16,2,722,44,8,1,78,14,11,8,19,20,23,14,12,8,3,17,35.3,11,117,43,46,48,23,2,0,8,40,39,0,890,93,303,419,224,27,58.3,1585,21,2,16,15,10,13,2,11,14,1,0,56.8,68,3,3,6,66.7,25.0,1,4,58,2788,0.5,8,18.0,0,3412,1
2.0,0.7,65,709,113,18,9,11,2.0,2.0,1.3,598,85.8,40,61,7,9,85.8,9240,3146,279,90.0,204,91.2,97,69.1,10,2,550,48,15,1,30,13,11,10,8,15,18,12,9,7,2,15,40.0,9,113,37,44,44,25,2,0,9,27,18,0,709,61,221,354,183,36,77.8,1428,18,11,10,16,10,14,0,11,12,0,0,67.6,80,4,4,6,100.0,0.0,5,2,40,2145,0.5,6,19.0,0,343,1
1.2,0.5,70,865,118,21,9,12,1.2,0.5,0.4,755,86.0,54,53,16,23,86.0,12465,3534,278,85.6,355,93.0,99,72.7,10,2,710,45,8,0,81,9,9,6,24,19,21,14,6,9,6,18,61.1,7,118,48,24,58,36,1,0,11,30,16,0,865,73,257,471,184,27,69.6,1463,11,9,19,11,10,17,4,9,14,1,0,65.0,103,0,1,5,0.0,0.0,2,2,54,2660,0.8,1,19.0,1,343,0
1.1,0.5,57,763,113,30,17,19,1.1,1.1,1.0,627,87.7,27,53,13,18,87.7,10084,2538,239,92.9,282,94.3,89,61.8,1,1,585,42,15,0,76,14,11,3,6,10,30,16,15,15,0,13,38.5,8,113,34,43,51,19,5,0,14,47,20,0,763,93,287,350,168,11,72.2,1157,13,6,10,8,17,14,1,11,16,0,0,46.2,69,4,4,5,100.0,0.0,6,0,27,2306,0.1,6,9.8,0,343,0
1.0,0.3,45,688,215,25,16,17,1.0,1.0,0.9,560,83.9,28,36,5,10,83.9,8339,2764,231,91.3,222,91.9,89,49.4,10,0,524,36,9,3,35,10,8,2,9,10,25,15,17,5,3,17,35.3,11,215,50,79,104,32,2,0,15,41,38,0,688,102,344,279,101,18,50.0,1097,13,5,8,9,11,9,4,8,15,0,0,55.0,67,1,1,8,100.0,0.0,5,2,28,1935,0.0,10,14.1,2,343,1
2.9,0.3,65,841,147,14,21,10,3.0,2.2,1.8,733,89.4,39,69,12,16,89.4,11543,3487,326,95.4,312,92.3,81,64.2,8,2,689,44,10,2,92,8,6,7,13,8,14,5,3,8,3,19,31.6,13,147,47,36,73,38,2,0,8,35,14,0,841,72,267,468,175,23,75.0,1748,26,6,10,9,15,21,1,6,5,1,0,50.0,55,1,1,6,100.0,16.7,8,3,39,3148,0.1,6,14.5,0,343,1
1.4,0.4,62,745,126,19,11,21,1.4,1.4,1.4,622,82.8,37,59,13,25,82.8,9126,2908,267,89.1,232,90.1,95,61.1,12,2,571,51,21,2,75,11,10,5,21,16,19,13,5,8,6,18,38.9,11,126,58,34,53,39,3,0,18,30,19,0,745,79,227,343,228,29,52.0,1606,25,7,16,5,7,17,3,10,13,0,0,42.9,99,3,4,4,100.0,0.0,8,0,37,2759,0.7,7,17.9,1,4231,0
2.4,1.9,63,716,148,21,16,12,2.4,2.4,1.8,591,86.0,42,65,15,23,86.0,9425,2823,228,90.4,257,92.6,89,62.9,15,0,540,51,8,5,81,12,12,10,16,10,21,14,7,7,7,27,37.0,17,148,45,41,69,38,3,0,9,37,32,1,716,78,224,335,214,33,65.2,1625,18,4,11,15,11,8,1,12,14,0,0,56.7,68,2,7,5,28.6,0.0,7,3,42,2650,3.6,4,9.6,0,343,0
2.5,0.1,64,931,233,22,18,14,2.5,2.5,2.1,799,90.0,53,77,12,24,90.0,12157,3580,405,94.6,294,89.8,85,72.9,16,2,760,39,8,2,92,19,14,8,22,5,22,11,5,11,6,13,46.2,7,233,75,59,97,77,0,0,14,40,28,0,931,45,215,493,284,45,50.0,1604,21,8,12,7,14,10,2,14,11,0,0,34.8,77,0,1,4,0.0,0.0,9,6,53,3168,0.8,3,18.0,0,343,1
1.0,0.7,64,886,202,10,20,15,1.0,1.0,0.5,768,89.3,31,56,16,27,89.3,12691,3132,279,92.5,386,94.3,87,67.8,7,1,732,36,9,1,145,8,9,0,19,12,10,5,4,3,3,11,36.4,7,202,60,66,77,59,5,0,10,30,12,2,886,93,315,472,180,17,59.3,1958,26,3,19,14,11,15,3,9,5,0,0,40.0,82,2,2,7,100.0,25.0,4,0,31,3170,0.3,4,18.4,2,343,0
2.2,0.4,55,738,205,22,17,21,2.2,2.2,1.8,588,84.7,36,56,8,14,84.7,8900,2700,246,89.8,252,90.1,78,62.8,8,2,549,39,10,0,67,8,11,2,10,13,22,13,12,6,4,14,50.0,7,205,71,80,82,43,4,0,17,39,31,0,738,66,255,324,199,33,57.1,1298,18,11,17,15,14,9,3,11,13,0,0,53.2,88,2,2,5,100.0,11.1,6,2,36,2439,0.1,9,16.5,1,343,1
1.9,0.3,48,640,156,17,16,17,2.0,2.0,1.6,511,85.1,25,44,11,20,85.1,8567,2458,185,90.3,223,89.7,87,70.1,9,0,478,33,8,3,88,11,4,1,13,8,17,10,7,8,2,25,20.0,20,156,35,43,90,23,4,0,13,33,28,0,640,89,219,320,140,26,55.0,1105,21,5,11,17,19,11,7,4,10,0,0,54.2,82,3,3,8,100.0,10.0,5,4,25,1976,0.2,10,10.4,0,352,1
0.8,2.2,51,680,153,13,12,14,0.8,0.8,0.6,584,88.7,26,41,7,14,88.7,9255,2683,256,93.0,244,94.3,70,65.7,7,0,544,40,12,1,81,10,12,2,7,11,13,13,6,7,0,14,28.6,10,153,24,45,76,32,4,0,10,25,14,2,680,81,257,331,136,24,50.0,1318,18,12,6,13,12,15,5,12,13,0,1,68.8,61,2,3,9,66.7,0.0,5,4,26,2538,2.1,2,17.0,1,343,1
2.1,0.8,67,891,124,10,11,18,2.1,2.1,1.0,794,88.3,33,88,15,18,88.3,12391,2942,344,94.5,313,90.7,111,70.3,17,5,752,42,8,0,79,15,22,9,11,14,10,7,4,4,2,14,57.1,6,124,37,30,48,46,3,0,15,21,16,1,891,65,220,378,359,55,83.3,2071,28,11,7,12,8,6,4,22,7,0,0,57.1,86,1,2,4,50.0,0.0,4,0,33,3393,1.1,3,24.1,3,343,0
2.8,0.9,58,704,136,17,9,15,2.8,2.0,1.1,573,85.5,34,41,8,16,85.5,8892,2791,214,90.7,256,91.4,81,61.7,4,0,518,55,15,0,69,11,13,6,5,12,17,11,6,9,2,12,41.7,7,136,40,40,74,22,1,0,14,26,35,0,704,58,237,341,165,29,50.0,1154,15,7,10,14,15,15,1,13,11,1,0,54.8,77,2,3,7,66.7,0.0,5,2,34,2397,0.4,6,8.5,0,343,1
0.9,0.3,62,794,180,21,25,7,0.9,0.9,0.3,705,90.4,44,75,8,14,90.4,11732,2936,296,94.6,280,92.9,99,78.8,18,3,669,36,8,2,63,18,16,5,12,10,21,10,3,10,8,20,50.0,10,180,53,37,83,60,1,0,6,46,8,0,794,37,152,402,288,32,57.1,1368,18,1,9,6,16,17,0,16,10,0,0,33.3,53,1,1,4,100.0,0.0,6,6,44,2860,0.1,3,21.0,0,343,1
2.9,0.3,65,787,137,15,14,11,2.9,2.9,2.7,676,88.3,50,46,7,15,88.3,10281,3274,290,93.4,277,92.8,83,63.9,19,4,627,49,15,7,102,9,14,8,13,13,15,10,10,2,3,15,40.0,9,137,48,50,58,29,1,0,10,29,19,0,787,104,315,311,217,45,46.7,1119,21,9,6,10,6,14,0,14,10,0,0,62.5,64,3,3,4,100.0,0.0,5,4,50,2181,0.0,4,16.3,1,343,1
0.8,2.6,35,554,117,25,20,25,0.8,0.8,0.8,389,73.5,14,19,3,6,73.5,5243,2130,158,84.2,133,81.2,80,47.5,3,0,337,52,13,1,43,7,6,3,10,12,25,13,22,3,0,12,58.3,5,117,35,68,39,10,6,1,19,45,44,0,554,129,308,186,78,15,50.0,623,5,4,13,13,6,13,2,6,13,0,0,42.3,82,6,6,14,100.0,9.5,2,2,14,1263,1.1,21,14.0,2,343,0
1.1,1.5,57,635,123,13,11,19,1.1,1.1,0.7,509,81.7,28,38,9,16,81.7,7640,2455,197,90.4,201,85.6,90,58.9,4,0,468,41,12,1,71,5,11,4,24,8,13,10,7,5,1,22,22.7,17,123,33,50,50,23,9,0,10,24,33,1,635,109,251,308,113,18,56.3,1289,13,6,13,8,13,11,2,11,10,0,0,60.0,87,6,6,9,100.0,7.1,4,4,28,2078,0.8,14,13.3,0,343,1
1.9,0.7,53,701,135,23,23,16,2.0,2.0,1.7,556,84.9,35,47,10,19,84.9,9280,3029,201,88.1,246,89.4,89,74.2,11,2,520,36,4,4,88,14,17,11,15,14,23,17,5,12,6,11,27.3,8,135,45,32,73,30,3,0,13,46,25,0,701,69,208,321,201,43,52.6,1006,10,7,10,16,18,7,1,17,17,0,0,55.9,92,2,2,4,100.0,12.5,9,5,35,1831,0.3,8,18.8,1,343,1
0.3,1.7,40,547,181,15,13,22,0.3,0.3,0.3,431,80.3,16,35,10,16,80.3,7020,2493,140,88.6,193,88.1,86,58.1,6,1,386,45,13,1,53,10,13,4,10,10,15,7,9,6,0,18,33.3,12,181,39,75,70,36,7,1,15,28,24,0,547,105,293,213,71,11,62.5,948,6,4,10,14,17,12,3,13,7,0,0,56.7,69,2,3,13,66.7,11.1,0,0,16,1754,0.9,9,9.8,0,352,0
3.6,1.3,62,722,145,22,6,18,3.8,3.8,3.0,592,84.8,47,53,22,32,84.8,9595,3168,231,89.2,257,87.9,88,77.3,14,1,535,57,13,0,127,7,12,7,20,16,22,13,9,11,2,26,38.5,16,145,45,38,73,34,3,0,15,28,22,0,722,55,236,362,166,34,68.8,1374,18,5,10,14,11,21,1,12,13,0,1,72.7,87,1,1,4,100.0,0.0,9,4,47,2357,1.1,1,10.0,0,343,1
0.3,1.6,56,716,119,15,13,18,0.3,0.3,0.0,575,82.1,28,55,10,14,82.1,8523,2409,230,91.7,231,87.4,96,55.2,7,0,545,30,12,0,56,6,8,5,15,12,15,7,10,4,1,12,25.0,9,119,41,50,38,31,8,1,10,28,47,0,716,84,248,319,197,20,71.4,1318,20,7,8,12,8,16,4,8,7,0,0,43.8,92,4,5,1,100.0,0.0,1,2,28,2332,1.7,18,10.8,0,352,1
3.2,0.2,63,763,191,24,15,15,3.4,2.6,2.4,648,90.0,47,77,9,14,90.0,10000,3047,288,96.9,269,91.4,74,66.2,9,0,607,41,14,4,89,8,8,5,12,7,24,16,9,11,4,20,25.0,15,191,67,36,77,78,2,0,13,39,9,1,763,36,167,390,263,25,64.3,1679,28,9,12,13,16,18,1,8,16,0,0,57.1,59,1,1,6,100.0,50.0,12,10,47,2887,0.1,2,15.0,0,343,1
2.1,0.3,77,876,113,12,8,9,2.2,1.5,0.7,779,89.5,54,95,9,13,89.5,11986,3123,336,95.2,339,90.6,74,71.6,18,1,746,33,13,1,79,9,14,2,14,9,12,6,5,6,1,12,25.0,9,113,31,40,39,34,2,0,7,20,19,0,876,37,161,387,391,42,69.2,1788,31,8,11,5,13,16,4,14,6,1,0,50.0,86,1,1,2,100.0,0.0,5,3,54,3234,0.0,6,6.0,0,343,1
2.2,1.0,68,802,100,8,4,17,2.3,2.3,1.9,690,86.4,66,68,10,15,86.4,10829,3585,275,92.7,291,89.0,95,73.7,26,2,634,56,13,0,136,14,16,14,16,15,8,5,5,2,1,4,50.0,2,100,34,42,42,16,2,0,15,12,17,0,802,44,233,353,275,54,66.7,1674,20,9,18,15,6,12,1,16,5,0,0,60.8,96,1,2,6,50.0,20.0,4,2,66,2910,1.2,5,33.0,1,3412,0
2.4,0.4,61,767,142,23,19,16,2.4,2.4,2.1,629,86.0,37,39,11,17,86.0,10171,3407,254,92.9,250,89.2,103,73.8,9,2,580,49,16,3,65,9,7,5,17,15,23,11,7,13,3,17,35.3,11,142,49,28,69,45,1,0,15,42,16,0,767,51,217,433,164,20,64.7,1193,20,4,17,20,8,18,4,7,11,0,0,44.8,82,3,3,4,100.0,0.0,7,6,37,2363,0.2,3,12.0,0,343,1
2.9,0.7,65,759,124,18,19,5,2.9,2.2,1.7,635,83.8,50,72,12,21,83.8,10170,2953,226,88.9,276,89.5,109,67.9,10,1,585,50,14,0,70,18,18,15,20,8,18,13,6,6,6,15,40.0,9,124,52,13,71,40,0,0,5,37,11,2,759,41,193,373,250,49,57.1,1460,17,11,11,20,14,15,2,18,13,1,0,45.8,112,1,2,2,50.0,0.0,5,1,50,2466,1.5,3,13.0,0,343,0
1.3,1.0,49,576,134,13,12,20,1.4,1.4,1.2,441,70.7,23,25,11,15,70.7,6023,2472,167,80.8,159,76.7,85,51.8,6,2,395,46,22,1,67,8,10,0,18,14,13,10,9,4,0,14,42.9,8,134,42,67,46,21,5,0,15,25,40,0,576,84,264,234,97,18,73.3,633,4,3,20,8,19,25,5,10,10,0,0,60.3,116,5,6,4,83.3,17.6,4,4,23,1105,1.3,17,14.7,0,343,1
1.2,1.8,63,711,150,7,12,15,1.2,1.2,0.8,623,83.5,50,77,11,14,83.5,9379,2718,255,89.4,249,88.4,89,65.2,18,2,574,49,13,0,115,17,20,9,14,15,7,4,1,5,1,7,14.3,6,150,45,43,62,45,1,1,14,19,12,1,711,49,150,326,274,53,78.6,1366,23,17,7,8,11,10,1,20,4,0,1,41.9,77,1,3,8,33.3,14.3,7,3,50,2327,1.3,7,6.4,0,343,0
2.8,1.4,57,587,169,20,14,23,2.8,1.3,1.0,457,82.5,42,57,10,16,82.5,7327,2510,168,89.9,198,87.4,74,63.5,9,1,401,56,15,2,77,8,9,5,14,8,20,12,7,10,3,16,43.8,9,169,49,51,58,60,6,0,17,34,16,0,587,61,163,278,188,23,62.5,1263,20,2,13,22,11,18,1,9,12,2,1,57.1,68,3,4,2,75.0,0.0,4,6,42,2225,1.1,5,12.2,1,343,1
2.7,0.4,79,940,119,14,7,11,2.7,2.7,2.5,824,89.6,58,84,8,16,89.6,12896,3556,354,93.8,363,92.8,79,69.6,14,3,771,53,10,3,93,11,17,7,16,12,14,11,4,6,4,14,21.4,11,119,46,29,56,34,1,0,10,21,14,0,940,46,203,518,288,36,50.0,2031,21,6,20,12,11,12,0,17,11,0,0,56.1,94,2,3,3,66.7,0.0,10,2,58,3491,1.1,2,18.1,2,343,0
