ID	Home_Team	Home_Formation	Home_Score	Home_xG	Home_Yellow_Cards	Home_Red_Cards	Away_Team	Away_Formation	Away_Score	Away_xG	Away_Yellow_Cards	Away_Red_Cards	Gls	Ast	PK	Sh	SoT	CrdY	CrdR	Touches	Press	Tkl	Int	Blocks	xG_Expected	npxG_Expected	xA_Expected	GCA_SCA	Cmp_Passes	Att_Passes	Cmp_percent_Passes	Prog_Passes	Carries_Carries	Prog_Carries	Succ_Dribbles	Att_Dribbles	Cmp_Total	Att_Total	Cmp_percent_Total	TotDist_Total	PrgDist_Total	Cmp_Short	Att_Short	Cmp_percent_Short	Cmp_Medium	Att_Medium	Cmp_percent_Medium	Cmp_Long	Att_Long	Cmp_percent_Long	xA	KP	Final_Third	PPA	CrsPA	Prog	Att	Live_Pass_Types	Dead_Pass_Types	FK_Pass_Types	TB_Pass_Types	Press_Pass_Types	Sw_Pass_Types	Crs_Pass_Types	CK_Pass_Types	In_Corner_Kicks	Out_Corner_Kicks	Str_Corner_Kicks	Cmp_Outcomes	Off_Outcomes	Out_Outcomes	Int_Outcomes	Blocks_Outcomes	Tkl_Tackles	TklW_Tackles	Def.3rd_Tackles	Mid.3rd_Tackles	Att.3rd_Tackles	Tkl_Vs_Dribbles	Att_Vs_Dribbles	Tkl_percent_Vs_Dribbles	Past_Vs_Dribbles	Press_Pressures	Succ_Pressures	X_percent_Pressures	Def.3rd_Pressures	Mid.3rd_Pressures	Att.3rd_Pressures	Blocks_Blocks	Sh_Blocks	ShSv_Blocks	Pass_Blocks	Tkl.Int	Clr	Err	Touches_Touches	Def.Pen_Touches	Def.3rd_Touches	Mid.3rd_Touches	Att.3rd_Touches	Att.Pen_Touches	Live_Touches	Succ_percent_Dribbles	Player_NumPl_Dribbles	Megs_Dribbles	TotDist_Carries	PrgDist_Carries	Final_Third_Carries	CPA_Carries	Mis_Carries	Dis_Carries	Targ_Receiving	Rec_Receiving	Rec_percent_Receiving	Prog_Receiving	X2CrdY	Fls	Fld	Off	Crs	TklW	PKwon	PKcon	OG	Recov	Won_Aerial_Duels	Lost_Aerial_Duels	Won_percent_Aerial_Duels	SoTA_Shot_Stopping	GA_Shot_Stopping	Saves_Shot_Stopping	Save_percent_Shot_Stopping	PSxG_Shot_Stopping	Cmp_Launched	Att_Launched	Cmp_percent_Launched	Thr_Passes	Launch_percent_Passes	AvgLen_Passes	Att_Goal_Kicks	Launch_percent_Goal_Kicks	Opp_Crosses	Stp_Crosses	Stp_percent_Crosses	Player_NumOPA_Sweeper	AvgDist_Sweeper	Team.y	Result	GF	GA	Opponent	xG	xGA	Poss	Formation	MatchYear
2018-12-08	Chelsea	4-3-2-1	2	0.6	2	0	Manchester City	4-1-4-1	0	1.3	0	0	2	2	0	8	5	2	0	569	173	22	18	16	0.6	0.6	0.6	4	371	450	82.4	22	405	23	13	16	371	450	82.4	7129	2375	156	176	88.6	157	182	86.3	50	78	64.1	0.6	7	10	8	2	22	450	408	42	12	2	109	11	6	1	0	0	0	371	0	8	11	8	22	10	19	3	0	8	26	30.8	18	173	34	19.7	74	71	28	16	5	1	11	40	21	0	569	96	302	236	67	16	528	81.3	13	1	1589	697	7	1	8	17	438	371	84.7	28	0	14	13	1	6	10	0	0	0	70	12	3	80	4	0	4	100	1.3	9	13	69.2	5	28.6	31.3	6	83.3	12	0	0	0	11.7	Chelsea	W	2	0	Manchester City	0.6	1.3	39	4-3-2-1	2019
2018-12-16	Brighton & Hove Albion	4-2-3-1	1	0.4	2	0	Chelsea	4-1-4-1	2	1.6	2	0	2	2	0	10	3	2	0	775	131	12	12	19	1.6	1.6	1.4	3	572	664	86.1	28	481	54	4	11	572	664	86.1	9761	2636	279	309	90.3	211	235	89.8	65	92	70.7	1.4	7	28	4	0	28	664	624	40	16	0	106	15	4	1	0	0	0	572	4	7	7	14	12	6	5	5	2	3	11	27.3	8	131	36	27.5	28	79	24	19	1	0	18	24	19	0	775	52	205	445	180	20	739	36.4	4	0	2579	1617	15	5	9	15	645	572	88.7	28	0	8	16	4	4	6	0	0	0	96	6	11	35.3	2	1	1	50	0.6	3	6	50	7	13.8	24.5	6	33.3	4	1	25	2	13.4	Chelsea	W	2	1	Brighton	1.6	0.4	57	4-1-4-1	2019
2018-12-22	Chelsea	4-1-4-1	0	1.6	0	0	Leicester City	4-1-4-1	1	0.7	2	0	0	0	0	17	5	0	0	881	205	24	5	15	1.6	1.6	1.3	0	639	759	84.2	64	658	99	12	23	639	759	84.2	11491	3653	294	328	89.6	251	292	86	81	113	71.7	1.3	12	66	11	2	64	759	712	47	11	5	103	21	16	9	0	0	0	639	3	13	16	23	24	16	15	7	2	13	29	44.8	16	205	63	30.7	87	63	55	15	3	1	12	29	11	1	881	57	199	405	336	33	836	52.2	13	4	3026	2043	30	6	11	14	735	639	86.9	74	0	11	10	3	16	16	0	0	0	118	12	14	46.2	3	1	2	66.7	0.5	1	1	100	6	0	20.3	5	20	9	0	0	2	20.7	Chelsea	L	0	1	Leicester City	1.6	0.7	72	4-1-4-1	2019
2018-12-26	Watford	4-4-2	1	1	1	0	Chelsea	4-3-3	2	2.4	0	0	2	1	1	9	2	0	0	864	139	20	12	14	2.4	1.6	1.6	4	653	741	88.1	47	561	65	16	18	653	741	88.1	11467	3409	308	334	92.2	257	280	91.8	73	99	73.7	1.6	8	51	11	1	47	741	701	40	14	0	155	19	11	4	2	1	0	653	2	6	14	8	20	13	10	6	4	8	20	40	12	139	36	25.9	54	62	23	14	4	0	10	32	17	0	864	64	232	422	258	28	825	88.9	16	1	2866	1609	13	9	15	23	730	653	89.5	47	0	5	17	2	11	13	1	0	0	94	17	21	44.7	2	1	1	50	0.9	3	8	37.5	7	19.2	24.3	7	42.9	6	0	0	0	9.2	Chelsea	W	2	1	Watford	2.4	1	63	4-3-3	2019
2018-12-30	Crystal Palace	4-5-1	0	0.4	0	0	Chelsea	4-3-3	1	0.7	1	0	1	1	0	12	5	1	0	918	161	10	18	13	0.7	0.7	0.6	2	704	807	87.2	56	633	93	8	10	704	807	87.2	12209	3654	347	381	91.1	269	302	89.1	76	103	73.8	0.6	9	61	8	1	56	807	765	42	13	0	109	16	12	4	2	2	0	704	3	9	22	11	10	6	7	0	3	3	9	33.3	6	161	51	31.7	43	64	54	13	2	0	11	28	23	0	918	54	178	500	306	23	876	80	8	0	3045	1969	20	4	11	14	778	704	90.5	56	0	10	11	3	12	6	0	0	0	97	11	13	45.8	0	0	0	NA	0	4	6	66.7	2	13.3	23.7	6	66.7	4	0	0	1	19	Chelsea	W	1	0	Crystal Palace	0.7	0.4	65	4-3-3	2019
2019-01-02	Chelsea	4-3-3	0	1.1	1	0	Southampton	3-4-3	0	0.2	2	0	0	0	0	17	6	1	0	926	128	19	11	13	1.1	1.1	1	0	661	788	83.9	65	629	77	22	30	661	788	83.9	12243	3784	279	319	87.5	287	320	89.7	83	120	69.2	1	13	65	11	1	65	788	731	57	12	3	116	16	15	7	5	2	0	661	4	11	34	18	19	12	8	9	2	8	15	53.3	7	128	43	33.6	38	55	35	13	1	0	12	30	23	1	926	69	262	453	280	28	869	73.3	25	0	3238	1802	17	7	16	25	739	661	89.4	65	0	9	14	5	15	12	0	0	0	129	15	16	48.4	2	0	2	100	0.3	2	6	33.3	7	13.8	26.3	9	22.2	5	0	0	1	18	Chelsea	D	0	0	Southampton	1.1	0.2	71	4-3-3	2019
2019-01-12	Chelsea	4-3-3	2	1.7	1	0	Newcastle United	3-4-3	1	0.6	1	0	2	2	0	10	6	1	0	861	177	20	9	8	1.7	1.7	1.6	4	626	733	85.4	53	623	66	18	25	626	733	85.4	11748	3434	256	293	87.4	287	323	88.9	79	102	77.5	1.6	8	46	15	1	53	733	682	51	13	3	81	18	4	8	6	0	1	626	5	10	20	18	20	12	8	10	2	6	12	50	6	177	67	37.9	44	92	41	8	1	0	7	29	32	0	861	61	227	472	220	27	812	72	20	0	2853	1623	19	3	10	20	713	626	87.8	53	0	9	16	5	4	12	0	0	0	103	24	9	72.7	2	1	1	50	0.4	4	5	80	7	18.2	24.3	6	16.7	7	1	14.3	0	14.8	Chelsea	W	2	1	Newcastle Utd	1.7	0.6	65	4-3-3	2019
2019-01-19	Arsenal	4-4-2◆	2	1.6	0	0	Chelsea	4-3-3	0	0.7	2	0	0	0	0	13	1	2	0	812	116	16	13	15	0.7	0.7	0.7	0	584	681	85.8	47	594	73	6	18	584	681	85.8	11411	3424	240	266	90.2	225	256	87.9	99	130	76.2	0.7	12	42	18	4	47	681	627	54	14	1	103	32	27	6	1	4	0	584	0	5	14	10	16	9	7	7	2	3	13	23.1	10	116	54	46.6	37	44	35	15	3	0	12	29	16	0	812	63	212	363	298	41	761	33.3	8	1	2757	1655	27	4	8	31	674	584	86.6	47	0	17	14	0	27	9	0	0	0	99	12	11	52.2	5	2	3	60	1.6	9	14	64.3	4	34.4	32.7	9	33.3	11	2	18.2	1	15	Chelsea	L	0	2	Arsenal	0.7	1.6	63	4-3-3	2019
2019-01-30	Bournemouth	4-2-2-1-1	4	1.7	0	0	Chelsea	4-1-4-1	0	0.7	0	0	0	0	0	11	6	0	0	869	190	15	6	15	0.7	0.7	0.7	0	672	775	86.7	62	704	74	11	14	672	775	86.7	12178	3337	308	334	92.2	276	301	91.7	79	120	65.8	0.7	11	67	18	2	62	775	733	42	7	0	116	22	23	7	0	0	0	672	6	6	4	15	15	10	3	11	1	6	13	46.2	7	190	52	27.4	45	66	79	15	3	0	12	21	11	0	869	48	206	372	364	37	829	78.6	13	0	3494	1978	20	8	15	9	755	672	89	67	0	6	10	6	23	10	0	0	0	98	8	10	44.4	7	4	3	42.9	2.6	3	4	75	3	9.7	26.4	3	33.3	4	0	0	1	20.5	Chelsea	L	0	4	Bournemouth	0.7	1.7	68	4-1-4-1	2019
2019-02-02	Chelsea	4-1-4-1	5	2.9	0	0	Huddersfield Town	4-1-4-1	0	0.3	0	0	5	4	1	20	6	0	0	871	259	30	8	14	2.9	2.1	2	10	671	767	87.5	65	699	82	26	32	671	767	87.5	11763	4000	296	324	91.4	295	325	90.8	69	89	77.5	2	17	50	16	1	65	767	727	40	5	1	200	7	12	11	0	0	0	671	2	6	14	23	30	23	10	16	4	8	16	50	8	259	100	38.6	66	111	82	14	2	0	12	38	9	0	871	50	233	431	269	43	832	81.3	26	0	3033	1868	25	10	8	14	747	671	89.8	72	0	10	10	2	12	23	1	0	0	93	7	5	58.3	2	0	2	100	0.3	2	3	66.7	3	9.5	24.1	5	20	7	1	14.3	0	NA	Chelsea	W	5	0	Huddersfield	2.9	0.3	64	4-1-4-1	2019
2019-02-10	Manchester City	4-1-4-1	6	3.1	1	0	Chelsea	4-1-4-1	0	0.9	2	0	0	0	0	12	5	2	0	652	251	25	5	13	0.9	0.9	0.7	0	491	560	87.7	36	505	57	8	9	491	560	87.7	9267	2430	203	223	91	211	227	93	70	92	76.1	0.7	10	38	14	2	36	560	524	36	10	0	159	18	7	2	0	0	0	491	1	5	9	10	25	19	15	9	1	5	14	35.7	9	251	49	19.5	77	107	67	13	1	0	12	30	11	1	652	71	216	306	177	31	618	88.9	9	0	2608	1280	13	8	12	8	552	491	88.9	40	0	16	13	1	7	19	0	1	0	59	3	5	37.5	8	6	3	37.5	4.2	8	13	61.5	5	33.3	34.6	5	40	5	1	20	0	11.7	Chelsea	L	0	6	Manchester City	0.9	3.1	44	4-1-4-1	2019
2019-02-27	Chelsea	4-3-3	2	0.6	1	0	Tottenham Hotspur	4-2-3-1	0	0.5	1	0	1	1	0	12	1	1	0	651	325	27	13	19	0.6	0.6	0.4	2	423	530	79.8	16	446	67	9	11	423	530	79.8	7830	2560	210	229	91.7	137	168	81.5	65	102	63.7	0.4	8	24	5	1	16	530	487	43	14	1	72	25	9	2	2	0	0	423	1	10	10	20	27	20	20	5	2	3	16	18.8	13	325	101	31.1	132	140	53	19	4	0	15	40	11	0	651	59	222	298	179	19	608	81.8	9	1	2404	1258	23	5	13	22	517	423	81.8	16	0	8	14	1	9	20	0	0	0	101	10	10	50	0	0	0	NA	0	11	19	57.9	3	50	41	8	100	9	3	33.3	0	NA	Chelsea	W	2	0	Tottenham	0.6	0.5	47	4-3-3	2019
2019-03-03	Fulham	4-2-3-1	1	0.8	2	0	Chelsea	4-3-3	2	1.7	1	0	2	2	0	20	7	1	0	829	164	17	4	14	1.7	1.7	1.3	4	645	716	90.1	55	647	77	7	12	645	716	90.1	11918	3414	279	305	91.5	288	306	94.1	72	91	79.1	1.3	17	45	14	4	55	716	675	41	13	2	105	17	9	4	1	1	2	645	0	5	17	5	17	13	7	7	3	5	18	27.8	13	164	50	30.5	59	58	47	14	3	0	11	21	14	0	829	78	251	431	210	39	792	58.3	7	0	3291	2033	19	13	12	11	697	645	92.5	63	0	10	11	0	9	13	0	0	0	80	9	3	75	5	1	4	80	1.6	6	12	50	8	25.7	30.9	7	42.9	8	2	25	0	12.6	Chelsea	W	2	1	Fulham	1.7	0.8	63	4-3-3	2019
2019-03-10	Chelsea	4-3-3	1	1.5	1	0	Wolverhampton Wanderers	3-5-2	1	0.2	4	0	1	1	0	21	5	1	0	995	146	12	5	12	1.5	1.5	0.9	2	779	890	87.5	48	824	127	29	46	779	890	87.5	13394	3353	390	425	91.8	284	312	91	89	121	73.6	0.9	14	64	12	3	48	890	825	65	14	2	58	24	21	13	5	7	0	779	1	9	23	16	12	10	5	4	3	3	10	30	7	146	62	42.5	18	61	67	12	1	0	11	17	1	0	995	24	149	491	432	28	930	63	31	0	4160	2338	37	5	8	16	866	779	90	56	0	8	17	1	21	10	0	0	0	107	5	17	22.7	1	1	0	0	0.7	3	3	100	2	12.5	27.9	2	0	0	0	NA	3	21.6	Chelsea	D	1	1	Wolves	1.5	0.2	77	4-3-3	2019
2019-03-17	Everton	4-2-3-1	2	2.1	1	0	Chelsea	4-3-3	0	1.2	1	0	0	0	0	16	5	2	0	821	132	19	9	10	1.3	1.3	1.2	0	598	711	84.1	53	590	81	7	11	598	711	84.1	11562	3552	247	280	88.2	249	282	88.3	92	123	74.8	1.2	15	50	18	3	53	711	652	59	17	1	91	26	11	4	1	2	1	598	2	11	10	17	19	11	10	8	1	4	10	40	6	132	48	36.4	39	60	33	10	3	0	7	28	13	0	821	53	225	439	231	39	764	63.6	8	0	3265	1968	18	6	11	14	696	598	85.9	63	0	10	20	3	11	11	0	1	0	100	15	10	60	6	2	4	66.7	2.9	4	4	100	4	13	24	6	16.7	7	0	0	0	16	Chelsea	L	0	2	Everton	1.2	2.1	67	4-3-3	2019
2019-03-31	Cardiff City	4-2-3-1	1	0.4	2	0	Chelsea	4-3-3	2	1.5	3	0	2	2	0	20	3	3	0	751	83	14	7	10	1.5	1.5	1.1	3	525	636	82.5	49	510	82	12	17	525	636	82.5	8859	3216	258	291	88.7	211	244	86.5	47	79	59.5	1.1	17	37	12	3	49	636	589	47	9	0	125	11	7	7	1	4	0	525	1	9	13	12	14	8	6	7	1	3	16	18.8	13	83	28	33.7	27	39	17	10	1	0	9	21	20	0	751	55	233	380	210	27	706	70.6	13	0	3380	2127	29	3	9	21	602	525	87.2	57	0	14	14	1	7	8	0	0	0	115	19	16	54.3	3	1	2	66.7	1.1	5	10	50	7	22.2	28.7	9	44.4	3	1	33.3	1	17.5	Chelsea	W	2	1	Cardiff City	1.5	0.4	70	4-3-3	2019
2019-04-03	Chelsea	4-3-3	3	1.9	0	0	Brighton & Hove Albion	4-3-3	0	0.6	0	0	3	3	0	17	4	0	0	890	192	23	7	7	1.9	1.9	1.7	6	702	776	90.5	61	628	84	11	18	702	776	90.5	11998	3381	350	381	91.9	285	305	93.4	62	79	78.5	1.7	13	65	16	5	61	776	739	37	10	2	99	18	13	7	2	3	1	702	0	7	7	12	23	14	7	6	10	7	18	38.9	11	192	52	27.1	32	92	68	7	0	0	7	30	16	0	890	33	141	453	363	37	854	61.1	11	0	3099	2103	23	4	17	10	759	702	92.5	70	0	5	10	0	13	14	0	0	0	86	16	13	55.2	1	0	1	100	0.1	4	4	100	2	8.3	22.1	5	60	5	0	0	0	14.3	Chelsea	W	3	0	Brighton	1.9	0.6	67	4-3-3	2019
2019-04-08	Chelsea	4-3-3	2	1.9	2	0	West Ham United	4-2-3-1	0	0.5	1	0	2	2	0	16	7	2	0	623	112	14	10	23	1.9	1.9	1.8	3	435	525	82.9	50	444	74	16	26	435	525	82.9	7532	2868	208	227	91.6	179	212	84.4	41	67	61.2	1.8	14	43	17	0	50	525	488	37	5	2	120	10	10	7	4	3	0	435	3	12	11	12	14	11	6	8	0	4	11	36.4	7	112	33	29.5	46	49	17	23	4	0	19	24	7	0	623	49	174	283	235	36	584	61.5	17	2	2847	1851	27	9	8	8	510	435	85.3	52	0	9	8	3	10	11	0	0	0	81	10	8	55.6	2	0	2	100	0.5	4	9	44.4	2	23.8	30	8	50	3	0	0	0	11.7	Chelsea	W	2	0	West Ham	1.9	0.5	54	4-3-3	2019
2019-04-14	Liverpool	4-3-3	2	1.3	0	0	Chelsea	4-3-3	0	0.9	1	0	0	0	0	6	3	1	0	572	234	26	6	23	0.9	0.9	0.9	0	348	438	79.5	22	364	36	11	19	348	438	79.5	6154	2296	178	202	88.1	117	143	81.8	47	79	59.5	0.9	6	22	10	2	22	438	399	39	7	6	108	10	10	2	0	1	0	348	2	7	6	11	26	15	13	11	2	8	22	36.4	14	234	47	20.1	107	98	29	23	5	0	18	32	29	0	572	95	255	216	134	21	535	57.9	12	0	1826	1120	12	8	12	20	424	348	82.1	25	0	11	6	2	10	15	0	0	0	86	6	8	42.9	7	2	5	71.4	1.7	6	17	35.3	10	40	37.8	10	50	13	0	0	3	17.1	Chelsea	L	0	2	Liverpool	0.9	1.3	39	4-3-3	2019
2019-04-22	Chelsea	4-3-3	2	1.1	2	0	Burnley	4-4-2	2	0.9	1	0	2	2	0	22	7	2	0	849	89	18	3	11	1.1	1.1	1	4	630	752	83.8	65	633	119	12	16	630	752	83.8	11251	3163	302	333	90.7	243	284	85.6	78	111	70.3	1	15	47	22	3	65	752	703	49	6	1	91	21	29	10	6	3	1	630	1	13	8	22	18	12	9	5	4	2	5	40	3	89	32	36	23	34	32	11	1	0	10	21	11	0	849	46	221	359	348	70	801	75	12	1	3877	2585	24	21	14	9	730	630	86.3	74	0	9	6	1	29	12	0	0	0	113	18	16	52.9	2	2	0	0	1.4	2	2	100	5	7.4	23.6	5	0	3	1	33.3	1	21.3	Chelsea	D	2	2	Burnley	1.1	0.9	75	4-3-3	2019
2019-04-28	Manchester United	4-4-2◆	1	0.6	3	0	Chelsea	4-3-3	1	1.2	2	0	1	0	0	16	3	2	0	582	180	19	11	13	1.2	1.2	0.7	1	386	468	82.5	30	417	78	7	13	386	468	82.5	7561	2440	162	180	90	161	189	85.2	56	85	65.9	0.7	11	28	8	1	30	468	431	37	11	0	86	21	15	6	0	4	0	386	5	12	4	13	19	15	10	8	1	8	18	44.4	10	180	36	20	63	78	39	13	1	1	12	30	18	0	582	63	188	243	200	26	543	53.8	8	0	2491	1480	29	9	10	11	456	386	84.6	30	0	15	10	5	15	15	0	0	0	81	9	12	42.9	4	1	3	75	1	9	14	64.3	9	38.5	36.2	5	80	6	1	16.7	0	14.2	Chelsea	D	1	1	Manchester Utd	1.2	0.6	48	4-3-3	2019
2019-05-05	Chelsea	4-3-3	3	1.9	0	0	Watford	4-2-2-2	0	1.6	1	0	3	3	0	18	9	0	0	708	168	24	9	16	1.9	1.9	1.2	5	481	575	83.7	42	480	60	14	17	481	575	83.7	8112	2791	250	279	89.6	169	193	87.6	52	84	61.9	1.2	13	23	15	3	42	575	532	43	15	4	86	15	12	6	1	0	3	481	1	8	13	14	24	14	9	9	6	5	17	29.4	12	168	45	26.8	64	76	28	16	2	0	14	33	33	1	708	72	209	313	233	44	669	82.4	14	0	2527	1507	22	9	12	11	563	481	85.4	54	0	9	18	1	12	14	0	0	0	94	17	12	58.6	3	0	2	100	0.7	9	22	40.9	6	50	40.5	12	100	8	0	0	0	13	Chelsea	W	3	0	Watford	1.9	1.6	58	4-3-3	2019
2019-05-12	Leicester City	4-1-4-1	0	0.4	0	0	Chelsea	4-3-3	0	1.5	1	0	0	0	0	14	4	1	0	680	124	16	6	18	1.5	1.5	1.5	0	494	581	85	34	496	74	14	16	494	581	85	9171	2546	225	254	88.6	205	227	90.3	62	91	68.1	1.5	13	39	11	4	34	581	535	46	10	1	87	18	11	5	2	2	0	494	2	9	11	9	16	14	7	6	3	5	13	38.5	8	124	28	22.6	29	47	48	18	2	0	16	22	15	0	680	64	192	316	235	31	636	87.5	14	0	2939	1697	23	9	10	15	549	494	90	44	0	10	14	2	11	14	0	0	0	78	5	4	55.6	3	0	3	100	0.4	3	7	42.9	6	12	22.5	8	50	9	1	11.1	0	8.8	Chelsea	D	0	0	Leicester City	1.5	0.4	53	4-3-3	2019
2019-08-11	Manchester United	4-2-3-1	4	2.3	3	0	Chelsea	4-2-3-1	0	0.8	4	0	0	0	0	18	7	4	0	681	213	20	8	22	0.8	0.8	0.6	0	470	564	83.3	34	499	59	14	24	470	564	83.3	8722	2338	207	231	89.6	187	217	86.2	64	96	66.7	0.6	15	30	6	2	34	564	512	52	17	2	131	14	11	5	1	1	3	470	0	11	8	12	20	13	5	13	2	11	27	40.7	16	213	55	25.8	58	102	53	22	4	0	18	28	9	1	681	56	163	372	185	22	631	58.3	14	0	2408	1163	20	7	12	12	544	470	86.4	47	0	16	18	0	11	13	0	1	0	91	5	12	29.4	4	4	1	25	3.3	6	10	60	2	40.9	37.9	2	50	5	0	0	0	12	Chelsea	L	0	4	Manchester Utd	0.8	2.3	54	4-2-3-1	2020
2019-08-18	Chelsea	4-2-3-1	1	1.4	1	0	Leicester City	4-1-4-1	1	0.8	0	0	1	0	0	14	5	1	0	621	171	24	7	12	1.4	1.4	0.9	1	374	476	78.6	28	364	47	13	37	374	476	78.6	7346	2403	146	168	86.9	155	185	83.8	60	98	61.2	0.9	10	28	8	3	28	476	421	55	15	0	122	16	11	4	2	1	1	374	3	7	10	16	24	17	13	8	3	3	20	15	17	171	62	36.3	54	70	47	12	1	0	11	31	29	0	621	67	205	288	176	21	565	35.1	13	0	2095	1235	20	3	15	2	450	374	83.1	34	0	11	15	3	11	17	0	0	0	98	17	14	54.8	4	1	3	75	1	7	16	43.8	6	50	38	9	33.3	6	1	16.7	2	15.5	Chelsea	D	1	1	Leicester City	1.4	0.8	50	4-2-3-1	2020
2019-08-24	Norwich City	4-2-3-1	2	1.2	1	0	Chelsea	4-3-3	3	2.1	1	0	3	3	0	24	8	1	0	707	205	22	8	11	2.1	2.1	1.9	6	487	579	84.1	45	554	61	29	32	487	579	84.1	9587	2696	189	207	91.3	217	241	90	76	111	68.5	1.9	21	41	16	4	45	579	529	50	9	0	158	16	14	8	5	1	0	487	0	7	7	13	22	16	13	8	1	15	19	78.9	4	205	48	23.4	48	87	70	11	0	0	11	30	19	0	707	49	191	342	227	37	659	90.6	30	0	2568	1339	19	5	14	21	563	487	86.5	57	0	8	10	0	14	16	0	0	0	96	15	11	57.7	5	2	3	60	1.4	1	7	14.3	4	19.2	32.3	3	66.7	5	0	0	1	13.8	Chelsea	W	3	2	Norwich City	2.1	1.2	54	4-3-3	2020
2019-08-31	Chelsea	4-3-3	2	1.7	0	0	Sheffield United	3-5-2	2	1.1	1	0	2	0	0	13	5	0	0	850	162	16	8	11	1.8	1.8	1.2	1	651	756	86.1	33	650	59	8	14	651	756	86.1	12851	3375	246	272	90.4	302	337	89.6	99	135	73.3	1.2	9	29	3	2	33	756	712	44	10	2	85	28	9	3	1	2	0	651	2	9	13	8	16	10	12	3	1	8	15	53.3	7	162	40	24.7	47	78	37	11	2	0	9	24	16	1	850	69	340	421	153	23	807	57.1	9	1	3085	1614	15	5	7	10	744	651	87.5	33	0	6	12	2	9	10	0	0	1	93	15	21	41.7	2	2	1	0	0.5	3	6	50	5	15.2	27	8	12.5	6	0	0	2	18.2	Chelsea	D	2	2	Sheffield Utd	1.7	1.1	63	4-3-3	2020
2019-09-14	Wolverhampton Wanderers	3-5-2	2	1.6	1	0	Chelsea	3-4-3	5	1.9	2	0	5	3	0	15	6	2	0	734	206	21	13	19	1.9	1.9	1.4	4	502	584	86	29	508	44	12	17	502	584	86	9881	3047	188	207	90.8	231	254	90.9	73	104	70.2	1.4	11	26	9	0	29	584	534	50	9	1	130	12	11	5	4	0	0	502	1	12	2	9	21	14	14	7	0	7	21	33.3	14	206	48	23.3	73	97	36	19	3	0	16	34	41	0	734	86	279	356	145	25	686	70.6	12	0	2643	1243	12	4	17	16	565	502	88.8	29	0	14	9	1	11	14	0	0	1	78	20	14	58.8	4	2	3	50	1	9	16	56.3	7	32.4	35.7	7	57.1	12	0	0	0	14.3	Chelsea	W	5	2	Wolves	1.9	1.6	54	3-4-3	2020
2019-09-22	Chelsea	4-3-3	1	1.2	3	0	Liverpool	4-3-3	2	0.9	3	0	1	1	0	13	2	3	0	664	177	13	5	21	1.2	1.2	1.1	2	421	546	77.1	33	447	51	9	15	421	546	77.1	8583	2911	171	199	85.9	158	193	81.9	81	134	60.4	1.1	11	28	12	8	33	546	486	60	14	1	66	30	25	6	4	1	0	421	7	9	6	11	13	9	9	4	0	0	12	0	12	177	68	38.4	63	67	47	21	1	0	20	18	14	0	664	66	232	279	191	23	607	60	10	1	2211	1149	14	4	22	4	530	421	79.4	43	0	10	12	7	25	9	0	0	0	119	19	16	54.3	3	2	1	33.3	1.7	8	20	40	5	51.6	38	5	80	11	1	9.1	0	14.4	Chelsea	L	1	2	Liverpool	1.2	0.9	55	4-3-3	2020
2019-09-28	Chelsea	4-3-3	2	3.2	2	0	Brighton & Hove Albion	3-4-3	0	0.5	3	0	2	1	1	23	9	2	0	714	205	19	11	13	3.2	2.5	1.9	3	508	601	84.5	51	533	67	4	9	508	601	84.5	9913	2909	196	219	89.5	239	270	88.5	67	102	65.7	1.9	17	32	9	1	51	601	553	48	14	4	197	18	14	5	1	1	1	508	1	4	8	9	19	9	11	5	3	5	14	35.7	9	205	55	26.8	46	86	73	13	3	0	10	30	14	0	714	67	236	318	208	36	668	44.4	4	0	2953	1627	18	9	9	15	595	508	85.4	58	0	6	17	1	14	9	1	0	0	89	11	13	45.8	1	0	1	100	0	1	11	9.1	2	15.2	29	9	66.7	10	1	10	0	13.8	Chelsea	W	2	0	Brighton	3.2	0.5	53	4-3-3	2020
2019-10-06	Southampton	4-3-3	1	1	0	0	Chelsea	4-2-3-1	4	1.9	1	0	4	4	0	14	7	1	0	681	160	27	9	17	1.9	1.9	1.9	7	422	549	76.9	33	461	38	9	16	422	549	76.9	8309	2694	157	186	84.4	203	240	84.6	55	100	55	1.9	13	34	9	0	33	549	494	55	9	4	136	13	9	4	0	0	1	422	0	6	6	16	27	22	16	8	3	8	16	50	8	160	49	30.6	37	76	47	17	2	1	15	36	40	2	681	65	230	324	154	23	627	56.3	9	1	1881	880	8	8	9	13	544	422	77.6	49	0	15	11	0	9	22	0	0	0	104	26	14	65	2	1	1	50	0.7	6	17	35.3	3	40	37.9	7	71.4	3	0	0	0	13.3	Chelsea	W	4	1	Southampton	1.9	1	58	4-2-3-1	2020
