ID	Home_Team	Home_Formation	Home_Score	Home_xG	Home_Yellow_Cards	Home_Red_Cards	Away_Team	Away_Formation	Away_Score	Away_xG	Away_Yellow_Cards	Away_Red_Cards	Gls	Ast	PK	Sh	SoT	CrdY	CrdR	Touches	Press	Tkl	Int	Blocks	xG_Expected	npxG_Expected	xA_Expected	GCA_SCA	Cmp_Passes	Att_Passes	Cmp_percent_Passes	Prog_Passes	Carries_Carries	Prog_Carries	Succ_Dribbles	Att_Dribbles	Cmp_Total	Att_Total	Cmp_percent_Total	TotDist_Total	PrgDist_Total	Cmp_Short	Att_Short	Cmp_percent_Short	Cmp_Medium	Att_Medium	Cmp_percent_Medium	Cmp_Long	Att_Long	Cmp_percent_Long	xA	KP	Final_Third	PPA	CrsPA	Prog	Att	Live_Pass_Types	Dead_Pass_Types	FK_Pass_Types	TB_Pass_Types	Press_Pass_Types	Sw_Pass_Types	Crs_Pass_Types	CK_Pass_Types	In_Corner_Kicks	Out_Corner_Kicks	Str_Corner_Kicks	Cmp_Outcomes	Off_Outcomes	Out_Outcomes	Int_Outcomes	Blocks_Outcomes	Tkl_Tackles	TklW_Tackles	Def.3rd_Tackles	Mid.3rd_Tackles	Att.3rd_Tackles	Tkl_Vs_Dribbles	Att_Vs_Dribbles	Tkl_percent_Vs_Dribbles	Past_Vs_Dribbles	Press_Pressures	Succ_Pressures	X_percent_Pressures	Def.3rd_Pressures	Mid.3rd_Pressures	Att.3rd_Pressures	Blocks_Blocks	Sh_Blocks	ShSv_Blocks	Pass_Blocks	Tkl.Int	Clr	Err	Touches_Touches	Def.Pen_Touches	Def.3rd_Touches	Mid.3rd_Touches	Att.3rd_Touches	Att.Pen_Touches	Live_Touches	Succ_percent_Dribbles	Player_NumPl_Dribbles	Megs_Dribbles	TotDist_Carries	PrgDist_Carries	Final_Third_Carries	CPA_Carries	Mis_Carries	Dis_Carries	Targ_Receiving	Rec_Receiving	Rec_percent_Receiving	Prog_Receiving	X2CrdY	Fls	Fld	Off	Crs	TklW	PKwon	PKcon	OG	Recov	Won_Aerial_Duels	Lost_Aerial_Duels	Won_percent_Aerial_Duels	SoTA_Shot_Stopping	GA_Shot_Stopping	Saves_Shot_Stopping	Save_percent_Shot_Stopping	PSxG_Shot_Stopping	Cmp_Launched	Att_Launched	Cmp_percent_Launched	Thr_Passes	Launch_percent_Passes	AvgLen_Passes	Att_Goal_Kicks	Launch_percent_Goal_Kicks	Opp_Crosses	Stp_Crosses	Stp_percent_Crosses	Player_NumOPA_Sweeper	AvgDist_Sweeper	Team.y	Result	GF	GA	Opponent	xG	xGA	Poss	Formation	MatchYear
2020-09-20	Chelsea	4-3-3	0	1	0	1	Liverpool	4-3-3	2	2.6	0	0	0	0	0	4	2	0	1	638	115	17	7	21	1	0.3	0.2	0	439	518	84.7	16	474	23	15	27	439	518	84.7	8486	2385	191	208	91.8	174	196	88.8	68	97	70.1	0.2	3	13	3	2	16	518	488	30	6	1	87	13	3	1	0	0	0	439	1	10	7	13	17	10	12	5	0	5	15	33.3	10	115	33	28.7	61	51	3	21	6	0	15	24	33	2	638	139	372	244	53	13	609	55.6	17	2	1760	876	5	4	5	9	505	439	86.9	18	0	13	8	1	3	10	1	0	0	77	10	2	83.3	5	2	3	60	1.8	9	14	64.3	9	30	28.2	10	20	8	2	25	0	12.4	Chelsea	L	0	2	Liverpool	1	2.6	39	4-3-3	2021
2020-09-26	West Bromwich Albion	3-4-3	3	1	1	0	Chelsea	4-2-3-1	3	2.2	3	0	3	2	0	24	11	3	0	953	133	18	7	16	2.3	2.3	1.2	5	732	837	87.5	66	661	103	4	8	732	837	87.5	13784	3722	293	324	90.4	359	388	92.5	74	106	69.8	1.2	18	75	13	4	66	837	793	44	7	1	100	21	23	9	4	4	1	732	0	8	4	20	18	14	4	11	3	8	18	44.4	10	133	43	32.3	46	48	39	16	3	0	13	25	17	1	953	48	215	507	304	34	909	50	4	0	3718	2334	26	7	10	12	765	732	95.7	73	0	17	8	0	23	14	0	0	0	109	16	8	66.7	3	3	0	0	1.5	1	3	33.3	2	15	24.6	6	0	8	0	0	2	22	Chelsea	D	3	3	West Brom	2.2	1	75	4-2-3-1	2021
2020-10-03	Chelsea	4-2-3-1	4	2.5	2	0	Crystal Palace	4-4-2	0	0.1	0	0	4	1	2	15	4	2	0	849	135	16	10	13	2.5	1	0.9	4	650	736	88.3	35	605	57	5	10	650	736	88.3	13143	3137	214	236	90.7	322	349	92.3	103	127	81.1	0.9	13	58	8	2	35	736	693	43	11	0	68	23	10	8	5	2	0	650	1	10	3	16	16	6	7	7	2	5	15	33.3	10	135	45	33.3	35	62	38	13	2	0	11	26	18	0	849	69	249	442	207	24	806	50	5	1	2880	1564	15	1	12	9	706	650	92.1	35	0	18	13	1	10	6	2	0	0	88	19	11	63.3	0	0	0	NA	0	3	5	60	1	25	27.7	5	0	7	0	0	1	17	Chelsea	W	4	0	Crystal Palace	2.5	0.1	69	4-2-3-1	2021
2020-10-17	Chelsea	4-2-3-1	3	2	1	0	Southampton	4-4-2	3	2.2	1	0	3	2	0	12	5	1	0	739	144	15	5	21	2	2	1.8	6	500	612	81.7	37	401	34	7	15	500	612	81.7	9465	2953	201	237	84.8	228	261	87.4	60	92	65.2	1.8	10	26	15	1	37	612	562	50	10	3	126	14	6	6	4	2	0	500	2	8	2	15	15	6	5	8	2	7	14	50	7	144	45	31.3	54	57	33	21	2	0	19	20	20	2	739	82	294	321	161	33	691	46.7	9	4	1828	995	13	3	17	18	544	500	91.9	45	0	11	10	3	6	6	0	0	0	114	22	9	71	6	3	3	50	2.8	5	8	62.5	5	23.8	32.2	8	37.5	11	2	18.2	0	13.6	Chelsea	D	3	3	Southampton	2	2.2	53	4-2-3-1	2021
2020-10-24	Manchester United	4-2-3-1	0	0.7	3	0	Chelsea	3-4-3	0	0.2	1	0	0	0	0	6	1	1	0	739	146	22	10	26	0.2	0.2	0.1	0	500	613	81.6	26	414	41	9	19	500	613	81.6	9459	2423	188	202	93.1	249	282	88.3	58	101	57.4	0.1	3	22	3	1	26	613	575	38	10	0	56	12	11	6	2	3	0	500	0	9	16	23	22	11	12	7	3	5	18	27.8	13	146	39	26.7	45	71	30	26	6	0	20	32	25	0	739	83	307	340	137	10	701	47.4	10	0	1850	1050	11	4	7	8	559	500	89.4	26	0	7	8	0	11	11	0	0	0	105	8	10	44.4	4	0	4	100	1.2	3	8	37.5	3	31.8	26.5	4	25	10	0	0	0	10	Chelsea	D	0	0	Manchester Utd	0.2	0.7	50	3-4-3	2021
2020-10-31	Burnley	4-4-2	0	0.4	1	0	Chelsea	4-3-3	3	1.4	0	0	3	3	0	14	9	0	0	821	116	17	6	9	1.4	1.4	0.8	5	620	713	87	46	640	50	7	16	620	713	87	11624	3421	273	297	91.9	248	268	92.5	85	129	65.9	0.8	10	41	11	3	46	713	670	43	9	3	44	29	19	4	0	3	0	620	4	8	1	11	17	12	5	12	0	1	9	11.1	8	116	41	35.3	28	68	20	9	1	0	8	23	18	0	821	62	237	430	202	27	778	43.8	7	0	2435	1299	17	5	15	14	690	620	89.9	46	0	17	10	4	19	12	0	0	0	96	17	13	56.7	0	0	0	NA	0	4	16	25	1	26.9	29	10	90	6	0	0	2	20	Chelsea	W	3	0	Burnley	1.4	0.4	64	4-3-3	2021
2020-11-07	Chelsea	4-3-3	4	2.7	0	0	Sheffield United	3-5-2	1	0.6	2	0	4	4	0	20	9	0	0	918	132	22	7	17	2.8	2.8	1.9	6	695	789	88.1	47	557	53	9	15	695	789	88.1	14832	3598	221	248	89.1	337	363	92.8	127	157	80.9	1.9	13	49	10	4	47	789	744	45	13	1	107	44	12	6	0	4	0	695	1	5	3	14	22	13	15	6	1	6	11	54.5	5	132	39	29.5	55	45	32	17	2	0	15	29	22	0	918	62	278	460	229	33	875	60	9	0	2795	1636	14	5	14	8	785	695	88.5	47	0	6	18	1	12	13	0	0	0	98	18	21	46.2	3	1	2	66.7	0.6	2	4	50	6	12.1	24.8	4	0	6	1	16.7	0	9	Chelsea	W	4	1	Sheffield Utd	2.7	0.6	69	4-3-3	2021
2020-11-29	Chelsea	4-3-3	0	1	4	0	Tottenham Hotspur	4-2-3-1	0	0.2	2	0	0	0	0	13	3	4	0	785	116	15	14	10	1	1	0.8	0	607	697	87.1	49	582	63	7	12	607	697	87.1	12435	3261	208	228	91.2	295	318	92.8	100	134	74.6	0.8	11	57	11	7	49	697	669	28	10	0	92	26	23	3	1	2	0	607	2	13	8	13	15	11	10	5	0	6	16	37.5	10	116	43	37.1	43	41	32	10	1	0	9	29	12	0	785	52	196	426	229	21	760	58.3	7	0	2944	1528	19	5	13	2	682	607	89	49	0	22	11	3	23	11	0	0	0	91	15	12	55.6	1	0	1	100	0	3	3	100	4	10.5	23.8	3	33.3	4	1	25	1	22.5	Chelsea	D	0	0	Tottenham	1	0.2	60	4-3-3	2021
2020-12-05	Chelsea	4-3-3	3	3.7	0	0	Leeds United	4-4-1-1	1	1.3	2	0	3	3	0	23	10	0	0	587	128	23	26	15	3.8	3.8	2.3	6	349	458	76.2	34	391	58	10	25	349	458	76.2	6536	2469	137	165	83	144	171	84.2	52	86	60.5	2.3	18	20	11	2	34	458	404	54	13	2	60	7	10	8	3	5	0	349	1	7	13	18	23	14	8	12	3	5	18	27.8	13	128	44	34.4	31	61	36	15	3	0	12	49	16	0	587	54	174	269	185	35	534	40	11	0	2339	1420	21	8	4	15	455	349	76.7	34	0	15	10	1	10	14	0	0	0	86	12	12	50	3	1	2	66.7	0.5	5	17	29.4	2	47.8	36.4	6	100	11	1	9.1	0	15.3	Chelsea	W	3	1	Leeds United	3.7	1.3	46	4-3-3	2021
2020-12-12	Everton	4-3-3	1	1.3	2	0	Chelsea	4-3-3	0	0.9	3	0	0	0	0	10	3	3	0	808	135	19	5	17	0.9	0.9	0.6	0	573	702	81.6	53	486	48	15	19	573	702	81.6	10919	3327	215	245	87.8	270	307	87.9	72	116	62.1	0.6	6	43	6	1	53	702	639	63	12	0	91	18	15	6	2	3	0	573	1	10	22	21	19	10	7	11	1	8	21	38.1	13	135	50	37	52	52	31	17	2	0	15	24	15	0	808	55	261	385	222	21	745	78.9	15	3	2856	1606	10	4	15	11	690	573	83	53	0	12	11	1	15	10	0	1	0	103	20	22	47.6	3	1	3	100	1	5	10	50	1	29	31.6	7	14.3	5	1	20	2	25.6	Chelsea	L	0	1	Everton	0.9	1.3	71	4-3-3	2021
2020-12-15	Wolverhampton Wanderers	3-4-1-2	2	0.5	2	0	Chelsea	4-3-3	1	1.3	2	0	1	1	0	13	3	2	0	652	159	16	12	13	1.3	1.3	0.7	2	444	538	82.5	34	398	67	10	18	444	538	82.5	8774	2670	183	214	85.5	188	217	86.6	68	93	73.1	0.7	9	35	10	4	34	538	493	45	12	0	56	29	24	6	2	4	0	444	0	4	14	11	16	8	7	7	2	3	17	17.6	14	159	43	27	43	75	41	13	3	0	10	28	24	0	652	63	173	312	218	29	606	55.6	10	0	2540	1618	21	3	12	8	522	444	85.1	34	0	16	16	0	24	8	0	0	0	91	12	26	31.6	4	2	2	50	1.1	8	9	88.9	6	30.4	29.2	7	28.6	10	1	10	0	9.8	Chelsea	L	1	2	Wolves	1.3	0.5	54	4-3-3	2021
2020-12-21	Chelsea	4-3-3	3	2.1	0	0	West Ham United	4-2-3-1	0	0.5	0	0	3	2	0	11	7	0	0	686	100	17	10	22	2.2	2.2	1.2	4	466	556	83.8	31	425	46	8	20	466	556	83.8	9401	2738	173	187	92.5	218	243	89.7	70	110	63.6	1.2	6	27	9	1	31	556	510	46	10	0	59	12	12	5	0	4	0	466	0	7	8	9	17	10	9	6	2	4	13	30.8	9	100	25	25	34	49	17	22	3	0	19	27	36	1	686	82	239	331	159	24	641	40	8	1	2327	1159	14	3	11	7	540	466	86.3	31	0	14	7	0	12	10	0	0	0	77	21	26	44.7	0	0	0	NA	0	9	21	42.9	2	51.7	41.3	8	75	14	0	0	0	11.3	Chelsea	W	3	0	West Ham	2.1	0.5	53	4-3-3	2021
2020-12-26	Arsenal	4-2-3-1	3	2.1	2	0	Chelsea	4-3-3	1	2.3	1	0	1	1	0	18	2	1	0	656	151	13	18	21	2.3	1.5	1.2	2	425	521	81.6	41	410	61	13	21	425	521	81.6	8805	2814	170	189	89.9	176	204	86.3	74	114	64.9	1.2	13	28	11	2	41	521	478	43	12	0	89	22	23	9	1	5	1	425	0	8	7	9	13	8	7	5	1	7	14	50	7	151	50	33.1	41	67	43	21	5	0	16	31	22	0	656	68	218	291	198	38	613	61.9	13	0	2164	1293	23	9	16	10	512	425	83	41	0	15	16	1	23	8	1	1	0	97	34	18	65.4	6	3	4	66.7	3.5	14	23	60.9	4	54.8	39.9	7	85.7	8	0	0	1	15.3	Chelsea	L	1	3	Arsenal	2.3	2.1	59	4-3-3	2021
2020-12-28	Chelsea	4-3-3	1	1.4	3	0	Aston Villa	4-2-3-1	1	0.8	1	0	1	1	0	16	5	3	0	708	138	19	10	13	1.4	1.4	0.7	2	484	597	81.1	39	491	62	7	16	484	597	81.1	9200	2755	197	226	87.2	213	252	84.5	61	98	62.2	0.7	11	29	11	3	39	597	549	48	4	0	24	21	20	11	6	2	1	484	1	10	9	13	19	14	11	5	3	5	17	29.4	12	138	50	36.2	44	64	30	13	3	0	10	29	20	0	708	80	268	288	200	32	661	43.8	7	1	2562	1373	16	7	12	16	576	484	84	39	0	21	5	1	20	14	0	0	0	100	17	19	47.2	2	1	1	50	0.5	3	6	50	2	18.5	26.1	6	16.7	10	0	0	1	16.3	Chelsea	D	1	1	Aston Villa	1.4	0.8	63	4-3-3	2021
2021-01-03	Chelsea	4-3-3	1	0.8	3	0	Manchester City	4-2-3-1	3	2.4	1	0	1	1	0	9	2	3	0	756	103	10	9	20	0.8	0.8	0.7	2	595	670	88.8	34	524	74	12	16	595	670	88.8	11457	3255	260	281	92.5	237	258	91.9	89	114	78.1	0.7	8	32	6	2	34	670	627	43	10	0	56	22	13	5	3	2	0	595	2	8	8	12	10	8	2	5	3	5	12	41.7	7	103	26	25.2	21	51	31	20	4	0	16	19	7	0	756	61	203	400	186	25	718	75	13	0	2352	1283	13	8	14	11	665	595	89.5	34	0	14	11	2	13	8	0	0	0	69	8	13	38.1	6	3	3	50	2.4	8	10	80	5	22.2	27.8	8	25	4	0	0	0	8.8	Chelsea	L	1	3	Manchester City	0.8	2.4	54	4-3-3	2021
2021-01-16	Fulham	3-5-2	0	0.8	2	1	Chelsea	4-3-3	1	1.5	3	0	1	0	0	21	6	3	0	915	164	13	10	16	1.5	1.5	1.1	2	686	794	86.4	44	619	82	9	14	686	794	86.4	13397	3315	241	260	92.7	321	345	93	103	149	69.1	1.1	17	59	11	2	44	794	741	53	12	2	55	21	22	12	0	9	0	686	3	8	6	13	13	9	5	6	2	6	15	40	9	164	56	34.1	52	75	37	16	3	1	13	23	19	1	915	79	225	449	278	42	866	64.3	10	0	2725	1577	17	9	17	15	778	686	88.2	44	0	13	13	3	22	9	0	0	0	93	12	19	38.7	2	0	2	100	0	4	13	30.8	4	40	36.3	6	50	5	1	20	1	19.5	Chelsea	W	1	0	Fulham	1.5	0.8	68	4-3-3	2021
2021-01-19	Leicester City	4-1-4-1	2	1.2	1	0	Chelsea	4-3-3	0	0.8	3	0	0	0	0	9	5	3	0	767	133	29	10	12	0.8	0.8	0.7	0	572	654	87.5	35	516	55	9	18	572	654	87.5	11658	2998	213	232	91.8	267	285	93.7	90	120	75	0.7	8	36	11	3	35	654	614	40	7	0	52	27	13	3	2	1	0	572	3	10	8	16	29	22	19	10	0	9	17	52.9	8	133	48	36.1	52	52	29	12	0	0	12	39	20	0	767	83	276	370	174	18	727	50	10	3	2870	1539	16	3	10	12	654	572	87.5	35	0	20	12	3	13	22	0	0	0	69	10	11	47.6	6	2	4	66.7	2.1	9	12	75	5	27.8	27.1	5	40	6	1	16.7	0	17	Chelsea	L	0	2	Leicester City	0.8	1.2	63	4-3-3	2021
2021-01-27	Chelsea	4-2-3-1	0	0.8	1	0	Wolverhampton Wanderers	3-4-1-2	0	0.4	1	0	0	0	0	15	5	1	0	1022	103	15	8	7	0.8	0.8	0.7	0	852	944	90.3	53	810	123	7	14	852	944	90.3	15629	3932	346	376	92	421	445	94.6	81	112	72.3	0.7	13	82	9	2	53	944	901	43	6	0	53	21	21	12	3	6	2	852	2	5	11	17	15	9	4	8	3	4	12	33.3	8	103	29	28.2	22	47	34	7	0	0	7	23	13	0	1022	31	99	637	338	34	980	50	8	1	3534	2100	26	7	6	5	942	852	90.4	53	0	15	11	2	21	9	0	0	0	73	14	13	51.9	0	0	0	NA	0	1	2	50	2	8.3	23	7	14.3	3	0	0	2	19.8	Chelsea	D	0	0	Wolves	0.8	0.4	78	4-2-3-1	2021
2021-01-31	Chelsea	3-4-3	2	1.3	0	0	Burnley	4-4-2	0	0.2	1	0	2	2	0	19	8	0	0	855	133	15	8	7	1.3	1.3	1.2	4	657	752	87.4	65	590	93	11	14	657	752	87.4	11742	3371	298	320	93.1	283	311	91	68	102	66.7	1.2	18	52	20	2	65	752	711	41	11	0	45	15	15	4	0	4	0	657	2	13	13	11	15	9	5	6	4	0	6	0	6	133	54	40.6	33	61	39	7	0	0	7	23	21	0	855	61	244	416	254	52	815	78.6	11	1	3337	2034	21	14	12	12	741	657	88.7	65	0	9	10	2	15	9	0	0	0	89	13	26	33.3	0	0	0	NA	0	2	5	40	5	13.6	24.1	4	50	6	0	0	0	14.8	Chelsea	W	2	0	Burnley	1.3	0.2	71	3-4-3	2021
2021-02-04	Tottenham Hotspur	4-2-3-1	0	0.3	2	0	Chelsea	3-4-3	1	2.2	3	0	1	0	1	18	1	3	0	766	166	13	8	15	2.2	1.4	1.3	1	572	660	86.7	43	483	56	12	20	572	660	86.7	10500	2965	249	268	92.9	246	274	89.8	66	98	67.3	1.3	15	39	16	2	43	660	618	42	18	3	41	12	12	7	2	2	0	572	1	8	7	6	13	7	6	6	1	1	9	11.1	8	166	38	22.9	42	78	46	15	1	0	14	21	24	0	766	56	202	380	236	43	727	60	12	1	2588	1447	20	8	7	8	638	572	89.7	43	0	18	22	3	12	7	1	0	0	71	25	15	62.5	2	0	2	100	0.4	2	7	28.6	4	12	23.7	5	80	9	0	0	1	11.8	Chelsea	W	1	0	Tottenham	2.2	0.3	58	3-4-3	2021
2021-02-07	Sheffield United	3-5-2	1	0.4	1	0	Chelsea	3-4-1-2	2	1.4	0	0	2	1	1	8	1	0	0	890	117	23	17	10	1.4	0.7	0.7	4	673	766	87.9	58	577	51	7	12	673	766	87.9	12543	3738	285	304	93.8	291	317	91.8	84	108	77.8	0.7	8	32	16	2	58	766	722	44	8	1	78	14	11	8	4	3	0	673	2	9	19	20	23	14	12	8	3	6	17	35.3	11	117	43	36.8	46	48	23	10	2	0	8	40	39	0	890	93	303	419	224	27	847	58.3	8	0	2788	1585	21	2	16	15	757	673	88.9	58	0	10	13	2	11	14	1	0	1	68	21	16	56.8	3	1	3	66.7	0.5	6	9	66.7	4	21.1	29.7	6	16.7	8	2	25	0	18	Chelsea	W	2	1	Sheffield Utd	1.4	0.4	68	3-4-1-2	2021
2021-02-15	Chelsea	3-4-3	2	2	0	0	Newcastle United	4-3-3	0	0.7	0	0	2	0	0	18	5	0	0	709	113	18	9	11	2	2	1.3	2	513	598	85.8	40	420	61	7	9	513	598	85.8	9240	3146	251	279	90	186	204	91.2	67	97	69.1	1.3	15	33	10	2	40	598	550	48	15	1	30	13	11	10	3	5	0	513	0	11	8	15	18	12	9	7	2	6	15	40	9	113	37	32.7	44	44	25	11	2	0	9	27	18	0	709	61	221	354	183	36	664	77.8	8	0	2145	1428	18	11	10	16	590	513	86.9	40	0	10	14	0	11	12	0	0	0	80	23	11	67.6	4	0	4	100	0.5	8	17	47.1	3	50	38.3	6	66.7	6	0	0	0	19	Chelsea	W	2	0	Newcastle Utd	2	0.7	65	3-4-3	2021
2021-02-20	Southampton	4-4-2	1	0.5	1	0	Chelsea	3-4-3	1	1.2	1	0	1	0	1	8	2	1	0	865	118	21	9	12	1.2	0.5	0.4	2	649	755	86	54	569	53	16	23	649	755	86	12465	3534	238	278	85.6	330	355	93	72	99	72.7	0.4	7	44	10	2	54	755	710	45	8	0	81	9	9	6	0	3	0	649	2	10	24	19	21	14	6	9	6	11	18	61.1	7	118	48	40.7	24	58	36	12	1	0	11	30	16	0	865	73	257	471	184	27	820	69.6	17	0	2660	1463	11	9	19	11	743	649	87.3	54	0	10	17	4	9	14	1	0	0	103	26	14	65	1	1	0	0	0.8	5	8	62.5	4	21.1	30	5	0	1	0	0	1	19	Chelsea	D	1	1	Southampton	1.2	0.5	70	3-4-3	2021
2021-02-28	Chelsea	3-4-3	0	1.1	1	0	Manchester United	4-2-3-1	0	0.5	2	0	0	0	0	18	6	1	0	763	113	30	17	19	1.1	1.1	1	0	550	627	87.7	27	520	53	13	18	550	627	87.7	10084	2538	222	239	92.9	266	282	94.3	55	89	61.8	1	14	35	1	1	27	627	585	42	15	0	76	14	11	3	0	1	0	550	0	15	6	10	30	16	15	15	0	5	13	38.5	8	113	34	30.1	43	51	19	19	5	0	14	47	20	0	763	93	287	350	168	11	722	72.2	13	0	2306	1157	13	6	10	8	615	550	89.4	27	0	17	14	1	11	16	0	0	0	69	6	7	46.2	4	0	4	100	0.1	0	3	0	4	7.1	24.6	5	20	6	0	0	0	9.8	Chelsea	D	0	0	Manchester Utd	1.1	0.5	57	3-4-3	2021
2021-03-04	Liverpool	4-3-3	0	0.3	0	0	Chelsea	3-4-3	1	1	0	0	1	1	0	11	5	0	0	688	215	25	16	17	1	1	0.9	2	470	560	83.9	28	400	36	5	10	470	560	83.9	8339	2764	211	231	91.3	204	222	91.9	44	89	49.4	0.9	10	19	10	0	28	560	524	36	9	3	35	10	8	2	2	0	0	470	4	8	9	10	25	15	17	5	3	6	17	35.3	11	215	50	23.3	79	104	32	17	2	0	15	41	38	0	688	102	344	279	101	18	653	50	6	0	1935	1097	13	5	8	9	540	470	87	28	0	11	9	4	8	15	0	0	0	67	11	9	55	1	0	1	100	0	2	4	50	11	14.3	26.4	8	0	10	0	0	2	14.1	Chelsea	W	1	0	Liverpool	1	0.3	45	3-4-3	2021
2021-03-08	Chelsea	3-4-3	2	2.9	0	0	Everton	3-4-1-2	0	0.3	3	0	1	0	1	18	8	0	0	841	147	14	21	10	3	2.2	1.8	3	655	733	89.4	39	590	69	12	16	655	733	89.4	11543	3487	311	326	95.4	288	312	92.3	52	81	64.2	1.8	13	24	8	2	39	733	689	44	10	2	92	8	6	7	0	4	1	655	1	6	13	8	14	5	3	8	3	6	19	31.6	13	147	47	32	36	73	38	10	2	0	8	35	14	0	841	72	267	468	175	23	796	75	12	0	3148	1748	26	6	10	9	730	655	89.7	39	0	15	21	1	6	5	1	0	0	55	16	16	50	1	0	1	100	0.1	4	8	50	7	16.1	23.6	6	50	6	1	16.7	0	14.5	Chelsea	W	2	0	Everton	2.9	0.3	65	3-4-3	2021
2021-03-13	Leeds United	4-1-4-1	0	0.4	3	0	Chelsea	4-2-3-1	0	1.4	0	0	0	0	0	15	8	0	0	745	126	19	11	21	1.4	1.4	1.4	0	515	622	82.8	37	459	59	13	25	515	622	82.8	9126	2908	238	267	89.1	209	232	90.1	58	95	61.1	1.4	15	34	12	2	37	622	571	51	21	2	75	11	10	5	2	2	1	515	3	10	21	16	19	13	5	8	6	7	18	38.9	11	126	58	46	34	53	39	21	3	0	18	30	19	0	745	79	227	343	228	29	696	52	14	2	2759	1606	25	7	16	5	612	515	84.2	37	0	7	17	3	10	13	0	0	0	99	9	12	42.9	4	0	3	100	0.7	0	3	0	4	9.1	22.2	4	0	7	0	0	1	17.9	Chelsea	D	0	0	Leeds United	1.4	0.4	62	4-2-3-1	2021
2021-04-03	Chelsea	3-4-3	2	2.4	3	1	West Bromwich Albion	3-4-3	5	1.9	1	0	2	1	0	18	7	3	1	716	148	21	16	12	2.4	2.4	1.8	3	508	591	86	42	465	65	15	23	508	591	86	9425	2823	206	228	90.4	238	257	92.6	56	89	62.9	1.8	14	30	15	0	42	591	540	51	8	5	81	12	12	10	5	5	0	508	1	9	16	10	21	14	7	7	7	10	27	37	17	148	45	30.4	41	69	38	12	3	0	9	37	32	1	716	78	224	335	214	33	666	65.2	16	2	2650	1625	18	4	11	15	582	508	87.3	42	1	11	8	1	12	14	0	0	0	68	17	13	56.7	7	5	2	28.6	3.6	2	6	33.3	5	14.3	24.1	5	40	4	0	0	0	9.6	Chelsea	L	2	5	West Brom	2.4	1.9	63	3-4-3	2021
2021-04-10	Crystal Palace	4-4-2	1	0.1	1	0	Chelsea	3-4-3	4	2.5	0	0	4	3	0	23	9	0	0	931	233	22	18	14	2.5	2.5	2.1	6	719	799	90	53	666	77	12	24	719	799	90	12157	3580	383	405	94.6	264	294	89.8	62	85	72.9	2.1	20	55	16	2	53	799	760	39	8	2	92	19	14	8	3	5	0	719	1	4	22	5	22	11	5	11	6	6	13	46.2	7	233	75	32.2	59	97	77	14	0	0	14	40	28	0	931	45	215	493	284	45	893	50	15	0	3168	1604	21	8	12	7	784	719	91.7	53	0	14	10	2	14	11	0	0	0	77	16	30	34.8	1	1	0	0	0.8	1	5	20	1	25	28.4	4	25	3	0	0	0	18	Chelsea	W	4	1	Crystal Palace	2.5	0.1	64	3-4-3	2021
2021-04-20	Chelsea	3-4-3	0	1	2	0	Brighton & Hove Albion	3-5-2	0	0.7	2	1	0	0	0	7	4	2	0	886	202	10	20	15	1	1	0.5	0	686	768	89.3	31	643	56	16	27	686	768	89.3	12691	3132	258	279	92.5	364	386	94.3	59	87	67.8	0.5	6	28	7	1	31	768	732	36	9	1	145	8	9	0	0	0	0	686	3	7	19	12	10	5	4	3	3	4	11	36.4	7	202	60	29.7	66	77	59	15	5	0	10	30	12	2	886	93	315	472	180	17	851	59.3	16	1	3170	1958	26	3	19	14	762	686	90	31	0	11	15	3	9	5	0	0	0	82	10	15	40	2	0	2	100	0.3	4	12	33.3	11	23.4	27.1	7	14.3	4	1	25	2	18.4	Chelsea	D	0	0	Brighton	1	0.7	64	3-4-3	2021
2021-04-24	West Ham United	3-4-1-2	0	0.4	0	1	Chelsea	3-4-3	1	2.2	4	0	1	1	0	17	6	4	0	738	205	22	17	21	2.2	2.2	1.8	2	498	588	84.7	36	463	56	8	14	498	588	84.7	8900	2700	221	246	89.8	227	252	90.1	49	78	62.8	1.8	14	33	8	2	36	588	549	39	10	0	67	8	11	2	1	0	0	498	3	6	10	13	22	13	12	6	4	7	14	50	7	205	71	34.6	80	82	43	21	4	0	17	39	31	0	738	66	255	324	199	33	699	57.1	9	3	2439	1298	18	11	17	15	583	498	85.4	36	0	14	9	3	11	13	0	0	0	88	25	22	53.2	2	0	2	100	0.1	1	10	10	4	38.1	35.8	5	40	9	1	11.1	1	16.5	Chelsea	W	1	0	West Ham	2.2	0.4	55	3-4-3	2021
2021-05-01	Chelsea	3-5-2	2	1.9	1	0	Fulham	4-2-3-1	0	0.3	1	0	2	2	0	9	5	1	0	640	156	17	16	17	2	2	1.6	4	435	511	85.1	25	465	44	11	20	435	511	85.1	8567	2458	167	185	90.3	200	223	89.7	61	87	70.1	1.6	6	22	9	0	25	511	478	33	8	3	88	11	4	1	0	1	0	435	6	6	13	8	17	10	7	8	2	5	25	20	20	156	35	22.4	43	90	23	17	4	0	13	33	28	0	640	89	219	320	140	26	608	55	12	2	1976	1105	21	5	11	17	505	435	86.1	25	0	19	11	7	4	10	0	0	0	82	13	11	54.2	3	0	3	100	0.2	5	13	38.5	4	45.8	36	8	25	10	1	10	0	10.4	Chelsea	W	2	0	Fulham	1.9	0.3	48	3-5-2	2021
